year,host,date,round,venue,attendance,home_team,away_team,home_score,away_score,went_to_shootout,home_red_cards,away_red_cards,total_goals,result,host_playing,host_won
1962,Chile,1962-06-10,Quarter-finals,"Nacional, Santiago De Chile",63324,Serbia,Germany,1,0,0,0,0,1,home_win,0,
1962,Chile,1962-06-07,Group stage,"Estadio El Teniente-Codelco, Rancagua",5700,England,Bulgaria,0,0,0,0,0,0,draw,0,
1962,Chile,1962-06-07,Group stage,"Estadio Sausalito, Vina Del Mar",10648,Mexico,Czech Republic,3,1,0,0,0,4,home_win,0,
1962,Chile,1962-06-07,Group stage,"Nacional, Santiago De Chile",59828,Italy,Switzerland,3,0,0,0,0,3,home_win,0,
1962,Chile,1962-06-07,Group stage,"Carlos Dittborn, Arica",7167,Serbia,Colombia,5,0,0,0,0,5,home_win,0,
1962,Chile,1962-06-06,Group stage,"Nacional, Santiago De Chile",67224,Germany,Chile,2,0,0,0,0,2,home_win,1,0.0
1962,Chile,1962-06-06,Group stage,"Carlos Dittborn, Arica",9973,Russia,Uruguay,2,1,0,0,0,3,home_win,0,
1962,Chile,1962-06-06,Group stage,"Estadio El Teniente-Codelco, Rancagua",7945,Hungary,Argentina,0,0,0,0,0,0,draw,0,
1962,Chile,1962-06-06,Group stage,"Estadio Sausalito, Vina Del Mar",18715,Brazil,Spain,2,1,0,0,0,3,home_win,0,
1962,Chile,1962-06-03,Group stage,"Estadio Sausalito, Vina Del Mar",11875,Spain,Mexico,1,0,0,0,0,1,home_win,0,
1962,Chile,1962-06-03,Group stage,"Carlos Dittborn, Arica",8040,Russia,Colombia,4,4,0,0,0,8,draw,0,
1962,Chile,1962-06-03,Group stage,"Estadio El Teniente-Codelco, Rancagua",7442,Hungary,Bulgaria,6,1,0,0,0,7,home_win,0,
1962,Chile,1962-06-03,Group stage,"Nacional, Santiago De Chile",64922,Germany,Switzerland,2,1,0,0,0,3,home_win,0,
1962,Chile,1962-06-02,Group stage,"Nacional, Santiago De Chile",66057,Chile,Italy,2,0,0,0,2,2,home_win,1,1.0
1962,Chile,1962-06-02,Group stage,"Estadio Sausalito, Vina Del Mar",14903,Brazil,Czech Republic,0,0,0,0,0,0,draw,0,
1962,Chile,1962-06-02,Group stage,"Estadio El Teniente-Codelco, Rancagua",9794,England,Argentina,3,1,0,0,0,4,home_win,0,
1962,Chile,1962-06-02,Group stage,"Carlos Dittborn, Arica",8829,Serbia,Uruguay,3,1,0,1,1,4,home_win,0,
1962,Chile,1962-05-31,Group stage,"Nacional, Santiago De Chile",65440,Germany,Italy,0,0,0,0,0,0,draw,0,
1962,Chile,1962-05-31,Group stage,"Estadio El Teniente-Codelco, Rancagua",7938,Hungary,England,2,1,0,0,0,3,home_win,0,
1962,Chile,1962-05-31,Group stage,"Estadio Sausalito, Vina Del Mar",12700,Czech Republic,Spain,1,0,0,0,0,1,home_win,0,
1962,Chile,1962-05-31,Group stage,"Carlos Dittborn, Arica",9622,Russia,Serbia,2,0,0,0,0,2,home_win,0,
1962,Chile,1962-05-30,Group stage,"Nacional, Santiago De Chile",65006,Chile,Switzerland,3,1,0,0,0,4,home_win,1,1.0
1962,Chile,1962-05-30,Group stage,"Carlos Dittborn, Arica",7908,Uruguay,Colombia,2,1,0,0,0,3,home_win,0,
1962,Chile,1962-05-30,Group stage,"Estadio Sausalito, Vina Del Mar",10484,Brazil,Mexico,2,0,0,0,0,2,home_win,0,
1962,Chile,1962-05-30,Group stage,"Estadio El Teniente-Codelco, Rancagua",7134,Argentina,Bulgaria,1,0,0,0,0,1,home_win,0,
1958,Sweden,1958-06-29,Final,"Rasunda Stadium, Solna",49737,Brazil,Sweden,5,2,0,0,0,7,home_win,1,0.0
1958,Sweden,1958-06-28,Third-place match,"Nya Ullevi, Gothenburg",32483,France,Germany,6,3,0,0,0,9,home_win,0,
1958,Sweden,1958-06-24,Semi-finals,"Nya Ullevi, Gothenburg",49471,Sweden,Germany,3,1,0,0,1,4,home_win,1,1.0
1958,Sweden,1958-06-24,Semi-finals,"Rasunda Stadium, Solna",27100,Brazil,France,5,2,0,0,0,7,home_win,0,
1958,Sweden,1958-06-19,Quarter-finals,"Idrottsparken, Norrkï¿½Ping",11800,France,Northern Ireland,4,0,0,0,0,4,home_win,0,
1958,Sweden,1958-06-19,Quarter-finals,"Malmo Stadion, Malmï¿½",20055,Germany,Serbia,1,0,0,0,0,1,home_win,0,
1958,Sweden,1958-06-19,Quarter-finals,"Nya Ullevi, Gothenburg",25923,Brazil,Wales,1,0,0,0,0,1,home_win,0,
1958,Sweden,1958-06-19,Quarter-finals,"Rasunda Stadium, Solna",31900,Sweden,Russia,2,0,0,0,0,2,home_win,1,1.0
1958,Sweden,1958-06-17,Group stage play-off,"Malmo Stadion, Malmï¿½",6196,Northern Ireland,Czech Republic,2,1,0,0,1,3,home_win,0,
1958,Sweden,1958-06-17,Group stage play-off,"Rasunda Stadium, Solna",2823,Wales,Hungary,2,1,0,0,1,3,home_win,0,
1958,Sweden,1958-06-17,Group stage play-off,"Nya Ullevi, Gothenburg",23182,Russia,England,1,0,0,0,0,1,home_win,0,
1958,Sweden,1958-06-15,Group stage,"Rasunda Stadium, Solna",30287,Sweden,Wales,0,0,0,0,0,0,draw,1,0.0
1958,Sweden,1958-06-15,Group stage,"Tunavallen, Eskilstuna",13103,Paraguay,Serbia,3,3,0,0,0,6,draw,0,
1958,Sweden,1958-06-15,Group stage,"Malmo Stadion, Malmï¿½",21990,Germany,Northern Ireland,2,2,0,0,0,4,draw,0,
1958,Sweden,1958-06-15,Group stage,"Olympia Stadium, Helsingborg",16418,Czech Republic,Argentina,6,1,0,0,0,7,home_win,0,
1958,Sweden,1958-06-15,Group stage,"Ryavallen, Boras",15872,England,Austria,2,2,0,0,0,4,draw,0,
1958,Sweden,1958-06-15,Group stage,"Nya Ullevi, Gothenburg",50928,Brazil,Russia,2,0,0,0,0,2,home_win,0,
1958,Sweden,1958-06-15,Group stage,"Jarnvallen, Sandviken",13300,Hungary,Mexico,4,0,0,0,0,4,home_win,0,
1958,Sweden,1958-06-15,Group stage,"Eyravallen, Orebro",13554,France,Scotland,2,1,0,0,0,3,home_win,0,
1958,Sweden,1958-06-12,Group stage,"Rasunda Stadium, Solna",38850,Sweden,Hungary,2,1,0,0,0,3,home_win,1,1.0
1958,Sweden,1958-06-11,Group stage,"Ryavallen, Boras",21239,Russia,Austria,2,0,0,0,0,2,home_win,0,
1958,Sweden,1958-06-11,Group stage,"Olympia Stadium, Helsingborg",25000,Germany,Czech Republic,2,2,0,0,0,4,draw,0,
1958,Sweden,1958-06-11,Group stage,"Orjans Vall, Halmstad",14174,Argentina,Northern Ireland,3,1,0,0,0,4,home_win,0,
1958,Sweden,1958-06-11,Group stage,"Arosvallen, Vasteras",12217,Serbia,France,3,2,0,0,0,5,home_win,0,
1958,Sweden,1958-06-11,Group stage,"Idrottsparken, Norrkï¿½Ping",11665,Paraguay,Scotland,3,2,0,0,0,5,home_win,0,
1958,Sweden,1958-06-11,Group stage,"Nya Ullevi, Gothenburg",40895,Brazil,England,0,0,0,0,0,0,draw,0,
1958,Sweden,1958-06-11,Group stage,"Rasunda Stadium, Solna",15150,Mexico,Wales,1,1,0,0,0,2,draw,0,
1958,Sweden,1958-06-08,Group stage,"Rasunda Stadium, Solna",34107,Sweden,Mexico,3,0,0,0,0,3,home_win,1,1.0
1958,Sweden,1958-06-08,Group stage,"Orjans Vall, Halmstad",10647,Northern Ireland,Czech Republic,1,0,0,0,0,1,home_win,0,
1958,Sweden,1958-06-08,Group stage,"Jarnvallen, Sandviken",15343,Hungary,Wales,1,1,0,0,0,2,draw,0,
1958,Sweden,1958-06-08,Group stage,"Arosvallen, Vasteras",9591,Serbia,Scotland,1,1,0,0,0,2,draw,0,
1958,Sweden,1958-06-08,Group stage,"Rimnersvallen, Udevalla",17788,Brazil,Austria,3,0,0,0,0,3,home_win,0,
1958,Sweden,1958-06-08,Group stage,"Nya Ullevi, Gothenburg",49348,Russia,England,2,2,0,0,0,4,draw,0,
1958,Sweden,1958-06-08,Group stage,"Idrottsparken, Norrkï¿½Ping",16518,France,Paraguay,7,3,0,0,0,10,home_win,0,
1958,Sweden,1958-06-08,Group stage,"Malmo Stadion, Malmï¿½",31156,Argentina,Germany,1,3,0,0,0,4,away_win,0,
1954,Switzerland,1954-07-04,Final,"Wankdorf Stadium, Berne",62500,Germany,Hungary,3,2,0,0,0,5,home_win,0,
1954,Switzerland,1954-07-03,Third-place match,"Hardturm, Zurich",32000,Austria,Uruguay,3,1,0,0,0,4,home_win,0,
1954,Switzerland,1954-06-30,Semi-finals,"La Pontaise, Lausanne",45000,Hungary,Uruguay,4,2,0,0,0,6,home_win,0,
1954,Switzerland,1954-06-30,Semi-finals,"St. Jakob, Basel",58000,Germany,Austria,6,1,0,0,0,7,home_win,0,
1954,Switzerland,1954-06-27,Quarter-finals,"Charmilles, Geneva",17000,Germany,Serbia,2,0,0,0,0,2,home_win,0,
1954,Switzerland,1954-06-27,Quarter-finals,"Wankdorf Stadium, Berne",40000,Hungary,Brazil,4,2,0,1,2,6,home_win,0,
1954,Switzerland,1954-06-26,Quarter-finals,"St. Jakob, Basel",28000,Uruguay,England,4,2,0,0,0,6,home_win,0,
1954,Switzerland,1954-06-26,Quarter-finals,"La Pontaise, Lausanne",35000,Switzerland,Austria,5,7,0,0,0,12,away_win,1,0.0
1954,Switzerland,1954-06-23,Group stage play-off,"Hardturm, Zurich",17000,Germany,Türkiye,7,2,0,0,0,9,home_win,0,
1954,Switzerland,1954-06-23,Group stage play-off,"St. Jakob, Basel",30000,Switzerland,Italy,4,1,0,0,0,5,home_win,1,1.0
1954,Switzerland,1954-06-20,Group stage,"St. Jakob, Basel",56000,Hungary,Germany,8,3,0,0,0,11,home_win,0,
1954,Switzerland,1954-06-20,Group stage,"Charmilles, Geneva",4000,Türkiye,Korea Republic,7,0,0,0,0,7,home_win,0,
1954,Switzerland,1954-06-20,Group stage,"Comunale di Cornaredo, Lugano",24000,Italy,Belgium,4,1,0,0,0,5,home_win,0,
1954,Switzerland,1954-06-20,Group stage,"Wankdorf Stadium, Berne",43500,Switzerland,England,0,2,0,0,0,2,away_win,1,0.0
1954,Switzerland,1954-06-19,Group stage,"St. Jakob, Basel",34000,Uruguay,Scotland,7,0,0,0,0,7,home_win,0,
1954,Switzerland,1954-06-19,Group stage,"La Pontaise, Lausanne",24637,Brazil,Serbia,1,1,0,0,0,2,draw,0,
1954,Switzerland,1954-06-19,Group stage,"Hardturm, Zurich",26000,Austria,Czech Republic,5,0,0,0,0,5,home_win,0,
1954,Switzerland,1954-06-19,Group stage,"Charmilles, Geneva",19000,France,Mexico,3,2,0,0,0,5,home_win,0,
1954,Switzerland,1954-06-17,Group stage,"La Pontaise, Lausanne",43000,Switzerland,Italy,2,1,0,0,0,3,home_win,1,1.0
1954,Switzerland,1954-06-17,Group stage,"Hardturm, Zurich",13000,Hungary,Korea Republic,9,0,0,0,0,9,home_win,0,
1954,Switzerland,1954-06-17,Group stage,"Wankdorf Stadium, Berne",28000,Germany,Türkiye,4,1,0,0,0,5,home_win,0,
1954,Switzerland,1954-06-17,Group stage,"St. Jakob, Basel",14000,England,Belgium,4,4,0,0,0,8,draw,0,
1954,Switzerland,1954-06-16,Group stage,"Wankdorf Stadium, Berne",20500,Uruguay,Czech Republic,2,0,0,0,0,2,home_win,0,
1954,Switzerland,1954-06-16,Group stage,"La Pontaise, Lausanne",16000,Serbia,France,1,0,0,0,0,1,home_win,0,
1954,Switzerland,1954-06-16,Group stage,"Charmilles, Geneva",13470,Brazil,Mexico,5,0,0,0,0,5,home_win,0,
1954,Switzerland,1954-06-16,Group stage,"Hardturm, Zurich",25000,Austria,Scotland,1,0,0,0,0,1,home_win,0,
1950,Brazil,1950-07-16,Final stage,"Pacaembu, Sao Paulo",11227,Sweden,Spain,3,1,0,0,0,4,home_win,0,
1950,Brazil,1950-07-16,Final stage,"Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho, Rio De Janeiro",173850,Uruguay,Brazil,2,1,0,0,0,3,home_win,1,0.0
1950,Brazil,1950-07-13,Final stage,"Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho, Rio De Janeiro",152772,Brazil,Spain,6,1,0,0,0,7,home_win,1,1.0
1950,Brazil,1950-07-13,Final stage,"Pacaembu, Sao Paulo",7987,Uruguay,Sweden,3,2,0,0,0,5,home_win,0,
1950,Brazil,1950-07-09,Final stage,"Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho, Rio De Janeiro",138886,Brazil,Sweden,7,1,0,0,0,8,home_win,1,1.0
1950,Brazil,1950-07-09,Final stage,"Pacaembu, Sao Paulo",44802,Uruguay,Spain,2,2,0,0,0,4,draw,0,
1950,Brazil,1950-07-02,Group stage,"Ilha do Retiro, Recife",8501,Chile,United States,5,2,0,0,0,7,home_win,0,
1950,Brazil,1950-07-02,Group stage,"Pacaembu, Sao Paulo",25811,Italy,Paraguay,2,0,0,0,0,2,home_win,0,
1950,Brazil,1950-07-02,Group stage,"Independencia, Belo Horizonte",5284,Uruguay,Bolivia,8,0,0,0,0,8,home_win,0,
1950,Brazil,1950-07-02,Group stage,"Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho, Rio De Janeiro",74462,Spain,England,1,0,0,0,0,1,home_win,0,
1950,Brazil,1950-07-02,Group stage,"Eucaliptos, Porto Alegre",3580,Switzerland,Mexico,2,1,0,0,0,3,home_win,0,
1950,Brazil,1950-07-01,Group stage,"Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho, Rio De Janeiro",142429,Brazil,Serbia,2,0,0,0,0,2,home_win,1,1.0
1950,Brazil,1950-06-29,Group stage,"Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho, Rio De Janeiro",19790,Spain,Chile,2,0,0,0,0,2,home_win,0,
1950,Brazil,1950-06-29,Group stage,"Independencia, Belo Horizonte",10151,United States,England,1,0,0,0,0,1,home_win,0,
1950,Brazil,1950-06-29,Group stage,"Durival de Brito, Curitiba",7903,Sweden,Paraguay,2,2,0,0,0,4,draw,0,
1950,Brazil,1950-06-28,Group stage,"Pacaembu, Sao Paulo",42032,Brazil,Switzerland,2,2,0,0,0,4,draw,1,0.0
1950,Brazil,1950-06-28,Group stage,"Eucaliptos, Porto Alegre",11078,Serbia,Mexico,4,1,0,0,0,5,home_win,0,
1950,Brazil,1950-06-25,Group stage,"Pacaembu, Sao Paulo",36502,Sweden,Italy,3,2,0,0,0,5,home_win,0,
1950,Brazil,1950-06-25,Group stage,"Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho, Rio De Janeiro",29703,England,Chile,2,0,0,0,0,2,home_win,0,
1950,Brazil,1950-06-25,Group stage,"Durival de Brito, Curitiba",9511,Spain,United States,3,1,0,0,0,4,home_win,0,
1950,Brazil,1950-06-25,Group stage,"Independencia, Belo Horizonte",7336,Serbia,Switzerland,3,0,0,0,0,3,home_win,0,
1950,Brazil,1950-06-24,Group stage,"Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho, Rio De Janeiro",81649,Brazil,Mexico,4,0,0,0,0,4,home_win,1,1.0
1938,France,1938-06-19,Third-place match,"Stade du Parc Lescure, Bordeaux",12000,Brazil,Sweden,4,2,0,0,0,6,home_win,0,
1938,France,1938-06-19,Final,"Stade Olympique, Colombes",45000,Italy,Hungary,4,2,0,0,0,6,home_win,0,
1938,France,1938-06-16,Semi-finals,"Parc des Princes, Paris",20000,Hungary,Sweden,5,1,0,0,0,6,home_win,0,
1938,France,1938-06-16,Semi-finals,"Stade Vï¿½lodrome, Marseilles",33000,Italy,Brazil,2,1,0,0,0,3,home_win,0,
1938,France,1938-06-14,Quarter-finals,"Stade du Parc Lescure, Bordeaux",18141,Brazil,Czech Republic,2,1,0,0,0,3,home_win,0,
1938,France,1938-06-12,Quarter-finals,"Fort Carree, Antibes",7000,Sweden,Cuba,8,0,0,0,0,8,home_win,0,
1938,France,1938-06-12,Quarter-finals,"Stade du Parc Lescure, Bordeaux",22021,Brazil,Czech Republic,1,1,0,2,1,2,draw,0,
1938,France,1938-06-12,Quarter-finals,"Victor Boucquey, Lille",15000,Hungary,Switzerland,2,0,0,0,0,2,home_win,0,
1938,France,1938-06-12,Quarter-finals,"Stade Olympique, Colombes",58455,Italy,France,3,1,0,0,0,4,home_win,1,0.0
1938,France,1938-06-09,Round of 16,"Parc des Princes, Paris",20025,Switzerland,Germany,4,2,0,0,0,6,home_win,0,
1938,France,1938-06-09,Round of 16,"Stade Municipal, Toulouse",8000,Cuba,Romania,2,1,0,0,0,3,home_win,0,
1938,France,1938-06-05,Round of 16,"Stade Vï¿½lodrome, Marseilles",19000,Italy,Norway,2,1,0,0,0,3,home_win,0,
1938,France,1938-06-05,Round of 16,"Stade Municipal, Toulouse",7000,Cuba,Romania,3,3,0,0,0,6,draw,0,
1938,France,1938-06-05,Round of 16,"Velodrome Municipale, Reims",9000,Hungary,Indonesia,6,0,0,0,0,6,home_win,0,
1938,France,1938-06-05,Round of 16,"Stade Olympique, Colombes",30454,France,Belgium,3,1,0,0,0,4,home_win,1,1.0
1938,France,1938-06-05,Round of 16,"Stade de la Meinau, Strasbourg",13452,Brazil,Poland,6,5,0,0,0,11,home_win,0,
1938,France,1938-06-05,Round of 16,"Cavee Verte, Le Havre",11000,Czech Republic,Netherlands,3,0,0,0,0,3,home_win,0,
1938,France,1938-06-04,Round of 16,"Parc des Princes, Paris",27152,Switzerland,Germany,1,1,0,0,1,2,draw,0,
1934,Italy,1934-06-10,Final,"Nazionale PNF, Rome",55000,Italy,Czech Republic,2,1,0,0,0,3,home_win,1,1.0
1934,Italy,1934-06-07,Third-place match,"Giorgio Ascarelli, Naples",7000,Germany,Austria,3,2,0,0,0,5,home_win,0,
1934,Italy,1934-06-03,Semi-finals,"Nazionale PNF, Rome",15000,Czech Republic,Germany,3,1,0,0,0,4,home_win,0,
1934,Italy,1934-06-03,Semi-finals,"San Siro, Milan",35000,Italy,Austria,1,0,0,0,0,1,home_win,1,1.0
1934,Italy,1934-06-01,Quarter-finals,"Giovanni Berta, Florence",43000,Italy,Spain,1,0,0,0,0,1,home_win,1,1.0
1934,Italy,1934-05-31,Quarter-finals,"Littorale, Bologna",23000,Austria,Hungary,2,1,0,0,1,3,home_win,0,
1934,Italy,1934-05-31,Quarter-finals,"Stadio Benito Mussolini, Turin",12000,Czech Republic,Switzerland,3,2,0,0,0,5,home_win,0,
1934,Italy,1934-05-31,Quarter-finals,"Giovanni Berta, Florence",35000,Italy,Spain,1,1,0,0,0,2,draw,1,0.0
1934,Italy,1934-05-31,Quarter-finals,"San Siro, Milan",3000,Germany,Sweden,2,1,0,0,0,3,home_win,0,
1934,Italy,1934-05-27,Round of 16,"Littorio, Trieste",9000,Czech Republic,Romania,2,1,0,0,0,3,home_win,0,
1934,Italy,1934-05-27,Round of 16,"Giorgio Ascarelli, Naples",9000,Hungary,Egypt,4,2,0,0,0,6,home_win,0,
1934,Italy,1934-05-27,Round of 16,"Stadio Benito Mussolini, Turin",16000,Austria,France,3,2,0,0,0,5,home_win,0,
1934,Italy,1934-05-27,Round of 16,"San Siro, Milan",33000,Switzerland,Netherlands,3,2,0,0,0,5,home_win,0,
1934,Italy,1934-05-27,Round of 16,"Littorale, Bologna",14000,Sweden,Argentina,3,2,0,0,0,5,home_win,0,
1934,Italy,1934-05-27,Round of 16,"Luigi Ferraris, Genoa",21000,Spain,Brazil,3,1,0,0,0,4,home_win,0,
1934,Italy,1934-05-27,Round of 16,"Giovanni Berta, Florence",8000,Germany,Belgium,5,2,0,0,0,7,home_win,0,
1934,Italy,1934-05-27,Round of 16,"Nazionale PNF, Rome",25000,Italy,United States,7,1,0,0,0,8,home_win,1,1.0
1930,Uruguay,1930-07-30,Final,"Estadio Centenario, Montevideo",68346,Uruguay,Argentina,4,2,0,0,0,6,home_win,1,1.0
1930,Uruguay,1930-07-27,Semi-finals,"Estadio Centenario, Montevideo",79867,Uruguay,Serbia,6,1,0,0,0,7,home_win,1,1.0
1930,Uruguay,1930-07-26,Semi-finals,"Estadio Centenario, Montevideo",72886,Argentina,United States,6,1,0,0,0,7,home_win,0,
1930,Uruguay,1930-07-22,Group stage,"Estadio Centenario, Montevideo",41459,Argentina,Chile,3,1,0,0,0,4,home_win,0,
1930,Uruguay,1930-07-21,Group stage,"Estadio Centenario, Montevideo",70022,Uruguay,Romania,4,0,0,0,0,4,home_win,1,1.0
1930,Uruguay,1930-07-20,Group stage,"Estadio Centenario, Montevideo",25466,Brazil,Bolivia,4,0,0,0,0,4,home_win,0,
1930,Uruguay,1930-07-20,Group stage,"Estadio Centenario, Montevideo",12000,Paraguay,Belgium,1,0,0,0,0,1,home_win,0,
1930,Uruguay,1930-07-19,Group stage,"Estadio Centenario, Montevideo",2000,Chile,France,1,0,0,0,0,1,home_win,0,
1930,Uruguay,1930-07-19,Group stage,"Estadio Centenario, Montevideo",42100,Argentina,Mexico,6,3,0,0,0,9,home_win,0,
1930,Uruguay,1930-07-18,Group stage,"Estadio Centenario, Montevideo",57735,Uruguay,Peru,1,0,0,0,0,1,home_win,1,1.0
1930,Uruguay,1930-07-17,Group stage,"Parque Central, Montevideo",18306,Serbia,Bolivia,4,0,0,0,0,4,home_win,0,
1930,Uruguay,1930-07-17,Group stage,"Parque Central, Montevideo",18306,United States,Paraguay,3,0,0,0,0,3,home_win,0,
1930,Uruguay,1930-07-16,Group stage,"Parque Central, Montevideo",9249,Chile,Mexico,3,0,0,0,0,3,home_win,0,
1930,Uruguay,1930-07-15,Group stage,"Parque Central, Montevideo",23409,Argentina,France,1,0,0,0,0,1,home_win,0,
1930,Uruguay,1930-07-14,Group stage,"Parque Central, Montevideo",24059,Serbia,Brazil,2,1,0,0,0,3,home_win,0,
1930,Uruguay,1930-07-14,Group stage,"Pocitos, Montevideo",2549,Romania,Peru,3,1,0,0,1,4,home_win,0,
1930,Uruguay,1930-07-13,Group stage,"Parque Central, Montevideo",18346,United States,Belgium,3,0,0,0,0,3,home_win,0,
1930,Uruguay,1930-07-13,Group stage,"Pocitos, Montevideo",4444,France,Mexico,4,1,0,0,0,5,home_win,0,
